06100026 00000126 ['399', '118', '728', '392']
06100053 00000045 ['534', '519', '605', '599']
06100053 00000075 ['232', '926', '366', '1024']
06100053 00000071 ['240', '784', '326', '885']
06100053 00000057 ['608', '539', '670', '607']
06100053 00000070 ['146', '872', '191', '909']
06100053 00000066 ['140', '900', '267', '1025']
06100053 00000044 ['335', '929', '415', '997']
06100053 00000075 ['410', '670', '459', '747']
06100053 00000071 ['253', '449', '339', '526']
06100053 00000055 ['616', '1044', '676', '1101']
06100053 00000045 ['620', '454', '701', '528']
06100053 00000071 ['545', '387', '643', '474']
06100053 00000061 ['295', '230', '360', '302']
06100053 00000056 ['344', '548', '410', '613']
06100053 00000045 ['359', '991', '402', '1057']
06100053 00000077 ['545', '512', '616', '580']
06100053 00000077 ['203', '943', '280', '1017']
06100053 00000082 ['559', '653', '640', '768']
06100053 00000071 ['653', '1022', '737', '1135']
06100053 00000063 ['488', '667', '618', '883']
06100053 00000055 ['434', '447', '503', '554']
06100053 00000080 ['203', '249', '302', '323']
06100053 00000057 ['356', '497', '428', '549']
06100053 00000070 ['230', '252', '276', '301']
06100053 00000066 ['351', '1035', '462', '1138']
06100053 00000066 ['556', '363', '629', '454']
06100053 00000051 ['327', '807', '415', '897']
06100053 00000082 ['553', '329', '651', '450']
06100053 00000049 ['450', '518', '503', '573']
06100053 00000056 ['148', '658', '203', '723']
06100053 00000080 ['597', '447', '689', '506']
06100053 00000068 ['392', '744', '468', '825']
06100053 00000050 ['481', '941', '554', '1004']
06100053 00000075 ['235', '296', '339', '444']
06100053 00000049 ['248', '416', '317', '463']
06100053 00000076 ['175', '1109', '267', '1184']
06100053 00000051 ['426', '756', '504', '829']
06100053 00000068 ['398', '542', '475', '608']
06100053 00000046 ['380', '375', '470', '475']
06100053 00000077 ['209', '851', '285', '921']
06100053 00000076 ['488', '471', '597', '707']
06100053 00000069 ['230', '843', '292', '938']
06100053 00000057 ['517', '843', '582', '906']
06100053 00000045 ['459', '436', '511', '508']
06100053 00000080 ['746', '360', '826', '457']
06100053 00000074 ['697', '920', '784', '1020']
06100053 00000048 ['571', '486', '614', '552']
06100053 00000040 ['413', '619', '484', '670']
06100053 00000073 ['501', '519', '577', '633']
06100053 00000058 ['560', '260', '608', '329']
06100053 00000050 ['293', '662', '344', '714']
06100053 00000040 ['509', '211', '582', '287']
06100053 00000057 ['530', '983', '579', '1045']
06100053 00000048 ['556', '335', '629', '421']
06100053 00000064 ['349', '207', '411', '277']
06100053 00000047 ['435', '770', '495', '838']
06100053 00000047 ['324', '220', '370', '283']
06100053 00000051 ['232', '644', '302', '742']
06100053 00000049 ['613', '886', '708', '967']
06100053 00000057 ['362', '260', '426', '329']
06100053 00000073 ['38', '803', '113', '898']
06100053 00000048 ['175', '387', '248', '440']
06100053 00000081 ['548', '994', '613', '1060']
06100053 00000007 ['470', '146', '741', '419']
06100053 00000072 ['119', '358', '202', '445']
06100053 00000065 ['271', '692', '380', '808']
06100053 00000044 ['354', '347', '393', '397']
06100053 00000068 ['506', '738', '593', '797']
06100053 00000065 ['624', '1018', '752', '1135']
06100053 00000066 ['342', '715', '428', '832']
06100053 00000065 ['468', '1076', '561', '1130']
06100053 00000047 ['363', '436', '411', '509']
06100053 00000079 ['254', '696', '325', '767']
06100053 00000076 ['322', '730', '412', '864']
06100053 00000055 ['341', '471', '415', '545']
06100053 00000015 ['457', '203', '663', '498']
06100053 00000050 ['470', '307', '545', '393']
06100053 00000048 ['367', '404', '437', '452']
06100053 00000041 ['270', '780', '337', '842']
06100053 00000063 ['507', '232', '590', '351']
06100053 00000040 ['495', '705', '573', '745']
06100053 00000074 ['192', '936', '275', '1031']
06100053 00000072 ['272', '860', '325', '956']
06100053 00000008 ['550', '544', '815', '883']
06100053 00000057 ['612', '1048', '665', '1119']
06100053 00000076 ['510', '723', '595', '854']
06100053 00000057 ['620', '168', '669', '238']
06100053 00000070 ['550', '194', '617', '286']
06100053 00000055 ['357', '636', '415', '707']
06100053 00000065 ['271', '491', '368', '567']
06100053 00000075 ['666', '594', '746', '665']
06100053 00000046 ['395', '664', '492', '745']
06100053 00000070 ['557', '694', '616', '803']
06100053 00000051 ['337', '1108', '402', '1165']
06100053 00000057 ['521', '758', '588', '833']
06100053 00000050 ['177', '633', '257', '732']
06100053 00000044 ['156', '1015', '212', '1096']
06100053 00000041 ['483', '264', '511', '306']
06100053 00000048 ['454', '625', '525', '721']
06100053 00000079 ['626', '581', '710', '695']
06100053 00000044 ['422', '572', '494', '648']
06100053 00000077 ['319', '446', '402', '515']
06100053 00000040 ['314', '1052', '389', '1103']
06100053 00000077 ['662', '349', '739', '432']
06100053 00000048 ['551', '229', '630', '317']
06100053 00000064 ['360', '433', '416', '504']
06100053 00000072 ['374', '786', '438', '871']
06100053 00000050 ['286', '303', '360', '368']
06100053 00000058 ['366', '902', '443', '953']
06100053 00000073 ['196', '569', '286', '667']
06100053 00000044 ['431', '357', '492', '375']
06100053 00000048 ['458', '735', '533', '820']
06100053 00000072 ['380', '235', '445', '327']
06100053 00000071 ['353', '680', '419', '764']
06100053 00000049 ['439', '209', '516', '292']
06100053 00000066 ['374', '859', '462', '997']
06100053 00000063 ['250', '428', '358', '526']
06100053 00000066 ['161', '632', '277', '746']
06100053 00000040 ['402', '870', '468', '942']
06100053 00000051 ['313', '381', '390', '441']
06100053 00000060 ['455', '391', '527', '457']
06100053 00000048 ['468', '840', '529', '885']
06100053 00000066 ['538', '213', '621', '336']
06100053 00000040 ['501', '832', '570', '901']
06100053 00000041 ['644', '1009', '689', '1081']
06100053 00000033 ['445', '185', '672', '505']
06100053 00000068 ['401', '371', '478', '445']
06100053 00000080 ['327', '846', '425', '928']
06100053 00000044 ['422', '401', '493', '479']
06100053 00000050 ['573', '340', '636', '434']
06100053 00000048 ['358', '734', '443', '801']
06100053 00000040 ['235', '785', '307', '834']
06100053 00000069 ['697', '184', '758', '291']
06100053 00000044 ['511', '636', '575', '709']
06100053 00000045 ['628', '873', '687', '918']
06100053 00000070 ['316', '384', '370', '440']
06100053 00000044 ['162', '243', '207', '289']
06100053 00000071 ['659', '802', '739', '846']
06100053 00000040 ['310', '655', '379', '729']
06100053 00000070 ['151', '490', '198', '556']
06100053 00000045 ['453', '608', '512', '680']
06100053 00000056 ['355', '983', '418', '1048']
06100053 00000077 ['437', '601', '499', '674']
06100053 00000080 ['338', '743', '419', '828']
06100053 00000060 ['443', '662', '513', '724']
06100053 00000049 ['547', '603', '587', '673']
06100053 00000060 ['535', '863', '617', '929']
06100053 00000068 ['401', '703', '460', '743']
06100053 00000068 ['206', '1008', '262', '1057']
06100053 00000075 ['80', '134', '182', '210']
06100053 00000074 ['369', '407', '465', '495']
06100053 00000089 ['119', '391', '154', '442']
06100053 00000075 ['519', '502', '622', '646']
06100053 00000050 ['465', '799', '545', '862']
06100053 00000040 ['299', '243', '339', '308']
06100053 00000050 ['282', '728', '347', '804']
06100053 00000070 ['128', '292', '225', '379']
06100053 00000061 ['386', '605', '471', '657']
06100053 00000056 ['439', '586', '517', '626']
06100053 00000064 ['161', '963', '292', '1074']
06100053 00000050 ['375', '436', '448', '517']
06100053 00000060 ['557', '157', '625', '230']
06100053 00000070 ['469', '263', '542', '356']
06100053 00000067 ['425', '220', '530', '353']
06100053 00000049 ['243', '833', '304', '896']
06100053 00000041 ['533', '1010', '614', '1080']
06100053 00000057 ['627', '473', '681', '524']
06100053 00000067 ['271', '446', '322', '529']
06100053 00000045 ['358', '600', '386', '639']
06100053 00000086 ['406', '255', '475', '349']
06100053 00000079 ['363', '712', '454', '775']
06100053 00000074 ['398', '516', '448', '594']
06100053 00000079 ['748', '269', '837', '358']
06100053 00000073 ['231', '1109', '256', '1159']
06100053 00000079 ['636', '362', '700', '447']
06100053 00000058 ['465', '342', '519', '415']
06100053 00000045 ['352', '800', '398', '846']
06100053 00000080 ['338', '350', '435', '427']
06100053 00000058 ['363', '841', '445', '881']
06100053 00000068 ['496', '554', '597', '633']
06100053 00000050 ['378', '217', '452', '295']
06100053 00000049 ['244', '985', '303', '1067']
06100053 00000093 ['416', '910', '491', '1063']
06100053 00000040 ['333', '578', '374', '640']
06100053 00000045 ['269', '1074', '333', '1139']
06100053 00000058 ['537', '343', '611', '400']
06100053 00000070 ['560', '462', '602', '529']
06100053 00000068 ['210', '1073', '269', '1117']
06100053 00000064 ['535', '554', '645', '690']
06100053 00000079 ['630', '813', '703', '901']
06100053 00000049 ['539', '269', '605', '335']
06100053 00000060 ['556', '455', '625', '535']
06100053 00000077 ['542', '786', '618', '846']
06100053 00000046 ['376', '484', '474', '571']
06100053 00000079 ['504', '267', '589', '325']
06100053 00000047 ['440', '415', '505', '478']
06100053 00000069 ['579', '977', '648', '1041']
06100053 00000077 ['323', '950', '389', '1018']
06100053 00000073 ['666', '685', '748', '757']
06100053 00000013 ['20', '154', '325', '428']
06100053 00000056 ['154', '591', '204', '653']
06100053 00000045 ['627', '382', '713', '434']
06100053 00000060 ['548', '1031', '602', '1105']
06100053 00000050 ['277', '378', '357', '469']
06100053 00000070 ['394', '546', '441', '610']
06100053 00000067 ['451', '368', '495', '454']
06100053 00000069 ['229', '957', '299', '1029']
06100053 00000069 ['505', '287', '556', '382']
06100053 00000055 ['462', '386', '497', '437']
06100053 00000060 ['545', '940', '607', '1025']
06100053 00000047 ['451', '217', '510', '318']
06100053 00000049 ['634', '496', '708', '554']
06100053 00000056 ['151', '169', '204', '208']
06100053 00000058 ['267', '958', '350', '1023']
06100053 00000025 ['38', '151', '285', '425']
06100053 00000044 ['147', '542', '212', '625']
06100053 00000075 ['222', '661', '326', '793']
06100053 00000093 ['422', '665', '488', '747']
06100053 00000050 ['475', '403', '541', '457']
06100053 00000063 ['250', '801', '349', '893']
06100053 00000041 ['546', '446', '618', '513']
06100053 00000040 ['160', '292', '226', '369']
06100053 00000080 ['600', '851', '688', '933']
06100053 00000015 ['57', '687', '273', '948']
06100053 00000055 ['455', '327', '512', '361']
06100053 00000041 ['467', '817', '532', '880']
06100053 00000063 ['647', '698', '704', '810']
06100053 00000064 ['541', '1072', '616', '1153']
06100053 00000045 ['451', '692', '518', '779']
06100053 00000055 ['259', '172', '329', '227']
06100053 00000073 ['362', '418', '444', '535']
06100053 00000082 ['137', '353', '219', '454']
06100053 00000048 ['259', '736', '331', '797']
06100053 00000041 ['294', '1029', '327', '1074']
06100053 00000041 ['469', '639', '528', '723']
06100053 00000073 ['507', '661', '582', '748']
06100053 00000051 ['432', '404', '495', '464']
06100053 00000057 ['433', '637', '506', '694']
06100053 00000076 ['175', '150', '247', '262']
06100053 00000060 ['554', '373', '625', '436']
06100053 00000058 ['372', '561', '438', '626']
06100053 00000048 ['268', '1038', '331', '1106']
06100053 00000047 ['358', '283', '417', '349']
06100053 00000070 ['218', '427', '280', '505']
06100053 00000075 ['381', '779', '486', '881']
06100053 00000058 ['276', '713', '328', '766']
06100053 00000073 ['211', '293', '287', '395']
06100053 00000056 ['544', '1010', '599', '1043']
06100053 00000066 ['164', '361', '250', '477']
06100053 00000070 ['480', '369', '530', '449']
06100053 00000044 ['340', '785', '404', '848']
06100053 00000057 ['432', '1066', '496', '1117']
06100053 00000056 ['334', '158', '418', '237']
06100053 00000056 ['535', '344', '594', '392']
06100053 00000048 ['358', '317', '435', '392']
06100053 00000058 ['544', '412', '610', '484']
06100053 00000080 ['476', '251', '551', '310']
06100053 00000061 ['197', '454', '266', '561']
06100053 00000069 ['234', '579', '306', '664']
06100053 00000077 ['324', '615', '388', '683']
06100053 00000077 ['313', '790', '386', '855']
06100053 00000044 ['332', '413', '398', '485']
06100053 00000069 ['510', '189', '566', '280']
06100053 00000080 ['467', '667', '562', '727']
06100053 00000061 ['174', '743', '280', '835']
06100053 00000056 ['538', '781', '608', '853']
06100053 00000075 ['380', '141', '474', '293']
06100053 00000058 ['189', '432', '235', '490']
06100053 00000064 ['328', '299', '436', '423']
06100053 00000074 ['705', '529', '787', '637']
06100053 00000045 ['536', '198', '602', '279']
06100053 00000072 ['505', '361', '575', '426']
06100053 00000046 ['400', '847', '468', '922']
06100053 00000047 ['366', '920', '392', '962']
06100053 00000041 ['564', '605', '608', '668']
06100053 00000083 ['254', '898', '332', '964']
06100053 00000083 ['250', '723', '320', '793']
06100053 00000058 ['531', '634', '604', '677']
06100053 00000071 ['549', '912', '626', '985']
06100053 00000080 ['191', '853', '296', '934']
06100053 00000051 ['620', '943', '698', '1032']
06100053 00000050 ['279', '814', '353', '874']
06100053 00000044 ['240', '619', '308', '686']
06100053 00000040 ['159', '385', '221', '481']
06100053 00000055 ['522', '769', '606', '836']
06100053 00000049 ['549', '347', '589', '408']
06100053 00000025 ['423', '137', '729', '390']
06100053 00000079 ['504', '355', '581', '448']
06100053 00000041 ['362', '841', '438', '910']
06100053 00000040 ['245', '281', '316', '366']
06100053 00000040 ['493', '297', '570', '352']
06100053 00000073 ['361', '298', '455', '403']
06100053 00000041 ['640', '257', '698', '318']
06100053 00000069 ['682', '675', '742', '790']
06100053 00000050 ['484', '1079', '537', '1144']
06100053 00000065 ['303', '818', '351', '944']
06100053 00000049 ['609', '972', '691', '1041']
06100053 00000007 ['481', '449', '746', '700']
06100053 00000082 ['406', '420', '528', '509']
06100053 00000068 ['500', '388', '595', '449']
06100053 00000067 ['431', '639', '532', '795']
06100053 00000044 ['518', '731', '596', '777']
06100053 00000065 ['469', '331', '583', '421']
06100053 00000069 ['586', '295', '657', '403']
06100053 00000080 ['465', '1079', '545', '1133']
06100053 00000044 ['518', '862', '580', '935']
06100053 00000044 ['342', '588', '395', '654']
06100053 00000045 ['538', '1029', '617', '1118']
06100053 00000066 ['315', '548', '460', '690']
06100053 00000076 ['444', '1048', '636', '1179']
06100053 00000026 ['580', '675', '798', '948']
06100053 00000069 ['231', '765', '302', '833']
06100053 00000067 ['598', '515', '713', '679']
06100053 00000068 ['141', '425', '208', '485']
06100053 00000068 ['213', '787', '281', '845']
06100053 00000055 ['448', '168', '514', '238']
06100053 00000073 ['527', '892', '567', '1016']
06100053 00000058 ['532', '1002', '601', '1073']
06100053 00000063 ['380', '645', '460', '707']
06100053 00000051 ['249', '842', '294', '912']
06100053 00000065 ['482', '596', '580', '737']
06100053 00000080 ['609', '361', '704', '422']
06100053 00000075 ['220', '153', '327', '277']
06100053 00000040 ['154', '930', '212', '999']
06100053 00000079 ['368', '266', '456', '369']
06100053 00000070 ['222', '606', '298', '700']
06100053 00000089 ['399', '785', '451', '842']
06100053 00000055 ['621', '456', '702', '502']
06100053 00000044 ['155', '774', '212', '848']
06100053 00000051 ['322', '293', '401', '370']
06100053 00000080 ['599', '760', '695', '822']
06100053 00000050 ['162', '739', '240', '823']
06100053 00000066 ['149', '506', '277', '618']
06100053 00000056 ['158', '1026', '205', '1113']
06100053 00000071 ['455', '748', '521', '808']
06100053 00000050 ['484', '571', '543', '636']
06100053 00000048 ['373', '226', '428', '298']
06100053 00000048 ['272', '476', '333', '550']
06100053 00000080 ['475', '452', '555', '528']
06100053 00000065 ['627', '702', '769', '869']
06100053 00000070 ['558', '530', '590', '568']
06100053 00000073 ['35', '736', '112', '779']
06100053 00000045 ['353', '407', '388', '455']
06100053 00000051 ['623', '650', '696', '722']
06100053 00000056 ['443', '716', '507', '792']
06100053 00000072 ['370', '884', '439', '953']
06100053 00000050 ['573', '628', '639', '693']
06100053 00000077 ['207', '512', '286', '581']
06100053 00000067 ['606', '1004', '729', '1072']
06100053 00000026 ['601', '472', '803', '675']
06100053 00000069 ['314', '1013', '385', '1098']
06100053 00000057 ['365', '345', '413', '401']
06100053 00000047 ['333', '974', '403', '1052']
06100053 00000080 ['596', '539', '685', '630']
06100053 00000082 ['256', '940', '343', '1067']
06100053 00000055 ['274', '304', '320', '377']
06100053 00000057 ['436', '834', '497', '900']
06100053 00000071 ['646', '873', '734', '938']
06100053 00000013 ['418', '147', '717', '554']
06100053 00000060 ['561', '547', '609', '593']
06100053 00000077 ['438', '860', '513', '934']
06100053 00000083 ['400', '389', '494', '516']
06100053 00000048 ['373', '812', '422', '864']
06100053 00000051 ['534', '964', '596', '1012']
06100053 00000058 ['377', '1019', '423', '1090']
06100053 00000077 ['556', '274', '618', '311']
06100053 00000044 ['331', '672', '404', '719']
06100053 00000086 ['259', '483', '336', '594']
06100053 00000045 ['545', '880', '608', '956']
06100053 00000067 ['651', '893', '692', '982']
06100053 00000051 ['313', '525', '399', '617']
06100053 00000073 ['201', '407', '288', '557']
06100053 00000050 ['377', '617', '436', '668']
06100053 00000024 ['574', '133', '862', '434']
06100053 00000063 ['238', '663', '345', '757']
06100053 00000060 ['361', '321', '427', '376']
06100053 00000046 ['533', '333', '562', '373']
06100053 00000051 ['527', '799', '588', '859']
06100053 00000055 ['348', '1060', '393', '1103']
06100053 00000056 ['341', '710', '424', '755']
06100053 00000040 ['154', '494', '215', '560']
06100053 00000058 ['268', '884', '341', '948']
06100053 00000045 ['271', '766', '326', '854']
06100053 00000063 ['389', '581', '454', '641']
06100053 00000055 ['452', '249', '509', '305']
06100053 00000045 ['631', '694', '700', '765']
06100053 00000048 ['461', '1036', '524', '1103']
06100053 00000069 ['248', '294', '305', '334']
06100053 00000051 ['430', '315', '507', '391']
06100053 00000076 ['160', '484', '239', '602']
06100053 00000070 ['479', '861', '537', '988']
06100053 00000064 ['548', '398', '620', '522']
06100053 00000048 ['270', '304', '336', '379']
06100053 00000064 ['337', '529', '439', '684']
06100053 00000058 ['457', '262', '519', '331']
06100053 00000058 ['454', '736', '517', '812']
06100053 00000049 ['245', '773', '308', '823']
06100053 00000050 ['185', '467', '243', '542']
06100053 00000024 ['152', '376', '409', '661']
06100053 00000070 ['139', '737', '204', '796']
06100053 00000041 ['361', '506', '430', '568']
06100053 00000051 ['531', '488', '596', '531']
06100053 00000024 ['118', '661', '528', '926']
06100053 00000069 ['247', '357', '302', '425']
06100053 00000074 ['361', '910', '437', '1014']
06100053 00000040 ['321', '804', '387', '880']
06100053 00000051 ['541', '287', '589', '375']
06100053 00000086 ['404', '349', '470', '459']
06100053 00000070 ['495', '191', '527', '263']
06100053 00000074 ['365', '263', '453', '397']
06100053 00000058 ['464', '425', '521', '490']
06100053 00000083 ['377', '642', '474', '761']
06100053 00000065 ['271', '216', '348', '371']
06100053 00000075 ['74', '850', '183', '985']
06100053 00000055 ['266', '245', '335', '296']
06100053 00000089 ['109', '881', '164', '936']
06100053 00000055 ['522', '950', '608', '1031']
06100053 00000032 ['192', '154', '448', '460']
06100053 00000041 ['460', '331', '532', '382']
06100053 00000061 ['397', '374', '474', '443']
06100053 00000040 ['161', '1012', '202', '1048']
06100053 00000035 ['474', '621', '672', '911']
06100053 00000072 ['261', '455', '334', '532']
06100053 00000057 ['347', '1051', '402', '1100']
06100053 00000055 ['266', '946', '336', '1029']
06100053 00000050 ['183', '558', '262', '622']
06100053 00000050 ['181', '220', '257', '290']
06100053 00000074 ['201', '264', '297', '346']
06100053 00000056 ['540', '1050', '595', '1108']
06100053 00000035 ['9', '203', '359', '502']
06100053 00000072 ['121', '588', '194', '689']
06100053 00000049 ['241', '212', '318', '269']
06100053 00000073 ['207', '749', '272', '862']
06100053 00000083 ['254', '985', '320', '1067']
06100053 00000071 ['544', '815', '619', '889']
06100053 00000077 ['438', '695', '515', '748']
06100053 00000050 ['368', '678', '453', '738']
06100053 00000055 ['272', '820', '336', '880']
06100053 00000070 ['303', '450', '367', '546']
06100053 00000040 ['495', '605', '558', '674']
06100053 00000074 ['363', '1037', '445', '1150']
06100053 00000035 ['508', '176', '616', '347']
06100053 00000041 ['627', '580', '703', '643']
06100053 00000069 ['336', '866', '366', '935']
06100053 00000055 ['432', '958', '499', '1005']
06100053 00000058 ['547', '771', '611', '835']
06100053 00000044 ['415', '953', '482', '1027']
06100053 00000060 ['543', '612', '610', '670']
06100053 00000067 ['613', '765', '716', '880']
06100053 00000007 ['64', '140', '307', '404']
06100053 00000079 ['241', '1001', '335', '1086']
06100053 00000025 ['360', '393', '664', '612']
06100053 00000063 ['373', '714', '448', '764']
06100053 00000049 ['537', '1028', '584', '1096']
06100053 00000040 ['338', '215', '402', '259']
06100053 00000045 ['544', '785', '602', '803']
06100053 00000070 ['318', '577', '362', '618']
06100053 00000050 ['578', '1091', '639', '1140']
06100053 00000057 ['429', '399', '499', '462']
06100053 00000048 ['465', '228', '521', '292']
06100053 00000083 ['671', '166', '762', '287']
06100053 00000055 ['424', '783', '495', '851']
06100053 00000041 ['366', '155', '459', '247']
06100053 00000051 ['339', '452', '391', '506']
06100053 00000045 ['633', '287', '696', '362']
06100053 00000057 ['273', '357', '337', '407']
06100053 00000075 ['388', '905', '478', '1011']
06100053 00000040 ['500', '424', '559', '508']
06100053 00000055 ['539', '574', '600', '628']
06100053 00000075 ['406', '312', '464', '402']
06100053 00000040 ['513', '759', '575', '832']
06100053 00000051 ['443', '1101', '500', '1155']
06100053 00000079 ['372', '393', '460', '468']
06100053 00000074 ['188', '1037', '264', '1148']
06100053 00000056 ['250', '664', '319', '731']
06100053 00000077 ['445', '341', '498', '408']
06100053 00000057 ['524', '177', '595', '219']
06100053 00000049 ['527', '409', '603', '528']
06100053 00000067 ['240', '225', '359', '338']
06100053 00000069 ['333', '646', '374', '720']
06100053 00000044 ['418', '259', '509', '327']
06100053 00000040 ['231', '1056', '309', '1115']
06100053 00000073 ['502', '1041', '583', '1149']
06100053 00000044 ['250', '774', '323', '852']
06100053 00000051 ['336', '694', '411', '798']
06100053 00000045 ['457', '290', '523', '337']
06100053 00000064 ['160', '212', '287', '345']
06100053 00000056 ['351', '760', '415', '828']
06100053 00000080 ['471', '859', '545', '942']
06100053 00000068 ['505', '642', '582', '727']
06100053 00000056 ['540', '497', '592', '552']
06100053 00000047 ['260', '369', '327', '418']
06100053 00000044 ['150', '180', '216', '233']
06100053 00000058 ['457', '828', '520', '914']
06100053 00000049 ['243', '480', '300', '523']
06100053 00000077 ['222', '776', '286', '829']
06100053 00000082 ['139', '468', '227', '552']
06100053 00000074 ['194', '604', '274', '762']
06100053 00000051 ['527', '226', '604', '287']
06100053 00000055 ['442', '568', '504', '644']
06100053 00000073 ['200', '975', '289', '1097']
06100053 00000070 ['549', '580', '613', '683']
06100053 00000079 ['259', '902', '318', '972']
06100053 00000051 ['542', '876', '604', '949']
06100053 00000048 ['272', '820', '326', '857']
06100053 00000047 ['264', '290', '327', '362']
06100053 00000041 ['370', '993', '444', '1075']
06100053 00000056 ['247', '834', '309', '902']
06100053 00000041 ['270', '455', '335', '532']
06100053 00000066 ['145', '777', '277', '885']
06100053 00000049 ['521', '690', '604', '791']
06100053 00000058 ['551', '686', '604', '764']
06100053 00000050 ['276', '883', '343', '977']
06100053 00000049 ['257', '703', '305', '748']
06100053 00000044 ['514', '254', '582', '348']
06100053 00000050 ['381', '365', '444', '431']
06100053 00000065 ['492', '205', '574', '302']
06100053 00000044 ['241', '432', '320', '515']
06100053 00000077 ['221', '271', '298', '342']
06100053 00000045 ['556', '967', '599', '1016']
06100053 00000045 ['463', '193', '509', '271']
06100053 00000045 ['264', '197', '325', '269']
06100053 00000058 ['353', '345', '438', '388']
06100053 00000079 ['503', '1030', '585', '1087']
06100053 00000061 ['276', '318', '362', '414']
06100053 00000070 ['463', '551', '529', '618']
06100053 00000057 ['449', '476', '500', '539']
06100053 00000070 ['551', '389', '605', '462']
06100053 00000041 ['271', '862', '351', '924']
06100053 00000061 ['181', '649', '261', '733']
06100053 00000069 ['311', '302', '392', '360']
06100053 00000068 ['304', '513', '356', '583']
06100053 00000075 ['266', '814', '321', '901']
06100053 00000041 ['637', '807', '691', '895']
06100053 00000041 ['552', '934', '614', '990']
06100053 00000045 ['272', '448', '327', '522']
06100053 00000086 ['525', '259', '599', '366']
06100053 00000058 ['169', '273', '239', '329']
06100053 00000050 ['368', '750', '441', '823']
06100053 00000055 ['344', '789', '413', '869']
06100053 00000058 ['457', '1012', '516', '1084']
06100053 00000082 ['435', '284', '519', '418']
06100053 00000056 ['447', '503', '501', '569']
06100053 00000047 ['434', '856', '509', '909']
06100053 00000061 ['397', '540', '460', '599']
06100053 00000065 ['477', '461', '582', '579']
06100053 00000080 ['338', '1051', '426', '1132']
06100053 00000057 ['359', '567', '417', '636']
06100053 00000051 ['339', '634', '413', '686']
06100053 00000040 ['152', '570', '209', '622']
06100053 00000058 ['456', '573', '517', '648']
06100053 00000051 ['436', '658', '505', '738']
06100053 00000055 ['612', '521', '697', '580']
06100053 00000057 ['438', '917', '493', '977']
06100053 00000070 ['136', '181', '205', '283']
06100053 00000055 ['345', '717', '409', '776']
06100053 00000041 ['550', '160', '618', '244']
06100053 00000056 ['525', '160', '597', '229']
06100053 00000070 ['145', '662', '197', '711']
06100053 00000055 ['354', '243', '421', '287']
06100053 00000073 ['663', '765', '748', '835']
06100053 00000044 ['434', '489', '498', '556']
06100053 00000061 ['381', '461', '469', '532']
06100053 00000080 ['460', '341', '558', '420']
06100053 00000051 ['246', '559', '296', '631']
06100053 00000040 ['332', '472', '387', '560']
06100053 00000075 ['512', '989', '590', '1062']
06100053 00000064 ['162', '813', '270', '947']
06100053 00000065 ['295', '371', '337', '449']
06100053 00000048 ['179', '219', '252', '297']
06100053 00000050 ['491', '733', '538', '783']
06100053 00000057 ['432', '774', '494', '823']
06100053 00000040 ['416', '535', '489', '606']
06100053 00000046 ['507', '198', '578', '247']
06100053 00000075 ['412', '424', '454', '498']
06100053 00000056 ['441', '254', '500', '316']
06100053 00000086 ['377', '797', '459', '876']
06100053 00000061 ['382', '750', '470', '821']
06100053 00000064 ['517', '700', '633', '813']
06100053 00000056 ['153', '735', '213', '802']
06100053 00000068 ['254', '855', '285', '935']
06100053 00000041 ['642', '171', '703', '243']
06100053 00000073 ['660', '296', '748', '428']
06100053 00000079 ['760', '383', '838', '480']
06100053 00000045 ['627', '778', '696', '857']
06100053 00000079 ['517', '815', '573', '869']
06100053 00000041 ['637', '660', '698', '724']
06100053 00000063 ['472', '348', '587', '511']
06100053 00000041 ['380', '930', '421', '975']
06100053 00000076 ['172', '1040', '257', '1102']
06100053 00000071 ['465', '532', '525', '604']
06100053 00000055 ['611', '888', '703', '975']
06100053 00000076 ['313', '1073', '435', '1189']
06100053 00000044 ['246', '700', '305', '765']
06100053 00000055 ['354', '559', '413', '624']
06100053 00000051 ['527', '383', '594', '474']
06100053 00000073 ['668', '452', '739', '533']
06100053 00000074 ['363', '792', '443', '890']
06100053 00000041 ['280', '163', '345', '213']
06100053 00000045 ['270', '614', '324', '685']
06100053 00000058 ['371', '970', '425', '1014']
06100053 00000040 ['412', '676', '468', '770']
06100053 00000045 ['616', '199', '700', '270']
06100053 00000073 ['70', '535', '117', '613']
06100053 00000048 ['267', '571', '336', '655']
06100053 00000040 ['238', '724', '294', '771']
06100053 00000048 ['259', '867', '336', '940']
06100053 00000079 ['376', '1009', '455', '1090']
06100053 00000051 ['346', '961', '402', '1024']
06100053 00000070 ['299', '723', '363', '850']
06100053 00000045 ['347', '858', '404', '922']
06100053 00000051 ['626', '465', '704', '539']
06100053 00000055 ['269', '747', '332', '802']
06100053 00000050 ['473', '215', '546', '294']
06100053 00000048 ['454', '305', '519', '383']
06100053 00000070 ['382', '862', '463', '927']
06100053 00000070 ['393', '272', '456', '359']
06100053 00000050 ['383', '918', '441', '1002']
06100053 00000077 ['219', '364', '287', '404']
06100053 00000047 ['261', '798', '325', '891']
06100053 00000060 ['350', '628', '409', '709']
06100053 00000068 ['208', '685', '294', '776']
06100053 00000073 ['357', '1035', '448', '1157']
06100053 00000057 ['610', '671', '672', '737']
06100053 00000077 ['552', '428', '628', '491']
06100053 00000041 ['374', '357', '436', '413']
06100053 00000040 ['498', '916', '559', '963']
06100053 00000045 ['347', '1062', '403', '1127']
